original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
80,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,129,cop|se-3s&pres=be,&mhmm ésa es Chocolata .%mor: pro:dem|ése-f=that_one cop|se-3S&PRES=be n:prop|Chocolata .,%svd:,ser,DP-dem,,1,3,s,pres,,same?,,,
81,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,131,.,mira ésa es (..) ahí se está caminando en la ciudad .%mor: co|mira=look pro:dem|ése-f=that_one cop|se-3S&PRES=be adv|ahí=there pro:refl|se=itself aux|esta-3S&PRES=be part|camina-PROG=walk prep|en=in det:art|el&f&SG=the n|ciudad&f=town .,%mor:,0,,,,0,0,0,,,,,
82,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,131,cop|se-3s&pres=be,mira ésa es (..) ahí se está caminando en la ciudad .%mor: imp|mira-2S&IMP=look pro:dem|ése-f=that_one cop|se-3S&PRES=be adv|ahí=there pro:refl|se=itself aux|esta-3S&PRES=be part|camina-PROG=walk prep|en=in det:art|el&f&SG=the n|ciudad&f=town .,%svd:,ser,na,na,na,na,na,na,na,na,na,false start,
83,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,131,aux|esta-3s&pres=be,mira ésa es (..) ahí se está caminando en la ciudad .%mor: imp|mira-2S&IMP=look pro:dem|ése-f=that_one cop|se-3S&PRES=be adv|ahí=there pro:refl|se=itself aux|esta-3S&PRES=be part|camina-PROG=walk prep|en=in det:art|el&f&SG=the n|ciudad&f=town .,%svd:,estar,0,,1,3,s,pres,,same,,,
84,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,136,?,cómo se llaman éstas ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3P&PRES=call pro:dem|éste-f-PL=this_one ?,%mor:,0,,,,0,0,0,,,,,
85,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,136,v|llama-3p&pres=call,cómo se llaman éstas ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3P&PRES=call pro:dem|éste-f-PL=this_one ?,%svd:,llamar,DP-dem,,0,3,p,pres,,,,,
86,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,139,?,naranjas ?%mor: n|naranja&f-PL=orange ?,%mor:,0,,,,0,0,0,,,,,
87,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,141,?,o qué son ?%mor: coord|o=or pro:int|qué=what cop|se-3P&PRES=be ?,%mor:,0,,,,0,0,0,,,,,
88,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,141,cop|se-3p&pres=be,o qué son ?%mor: coord|o=or pro:int|qué=what cop|se-3P&PRES=be ?,%svd:,ser,0,,0,3,p,pres,,,,,
89,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,143,.,+< &mhm &nalang .,%mor:,0,,,,0,0,0,,,,,
90,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,144,?,cómo ?%mor: pro:int|cómo=how ?,%mor:,0,,,,0,0,0,,,,,
91,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,146,.,nalanjas [: naranjas] .%mor: n|naranja&f-PL=orange .,%mor:,0,,,,0,0,0,,,,,
92,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,148,.,&mhmm .,%mor:,0,,,,0,0,0,,,,,
93,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,149,.,a_ver aquí dice (.) se probó calzones piyamas faldas de volantes y se compró un chandal con cremalleras un camisón rosa y un bikini de talla súper .%mor: co|a_ver=lets_see adv|aquí=here v|deci-3S&PRES=say pro:refl|se=itself v|proba-3S&PRET=test n|calzón&m-PL=long_trowser n|piyama&f-PL=pijama n|falda&f-PL=skirt prep|de=of n|volante&m-PL=steering_wheel coord|y=and pro:refl|se=itself v|compra-3S&PRET=buy det:art|un&m=one n|chandal&m=track_suit prep|con=with n|cremallera&f-PL=zipper det:art|un&m=one n|camisa&m-AUG=shirt n|rosa&f=rose coord|y=and det:art|un&m=one n|bikini&m=bikini prep|de=of v|talla-3S&PRES=carve n|súper&m=supermarket .,%mor:,0,,,,0,0,0,,,,,
94,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,149,v|deci-3s&pres=say,a_ver aquí dice (.) se probó calzones piyamas faldas de volantes y se compró un chandal con cremalleras un camisón rosa y un bikini de talla súper .%mor: co|a_ver=lets_see adv|aquí=here v|deci-3S&PRES=say pro:refl|se=itself v|proba-3S&PRET=test n|calzón&m-PL=long_trowser n|piyama&f-PL=pijama n|falda&f-PL=skirt prep|de=of n|volante&m-PL=steering_wheel coord|y=and pro:refl|se=itself v|compra-3S&PRET=buy det:art|un&m=one n|chandal&m=track_suit prep|con=with n|cremallera&f-PL=zipper det:art|un&m=one n|camisa&m-AUG=shirt n|rosa&f=rose coord|y=and det:art|un&m=one n|bikini&m=bikini prep|de=of v|talla-3S&PRES=carve n|súper&m=supermarket .,%svd:,decir,0,,0,3,s,pres,,,,,
95,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,149,v|proba-3s&pret=test,a_ver aquí dice (.) se probó calzones piyamas faldas de volantes y se compró un chandal con cremalleras un camisón rosa y un bikini de talla súper .%mor: co|a_ver=lets_see adv|aquí=here v|deci-3S&PRES=say pro:refl|se=itself v|proba-3S&PRET=test n|calzón&m-PL=long_trowser n|piyama&f-PL=pijama n|falda&f-PL=skirt prep|de=of n|volante&m-PL=steering_wheel coord|y=and pro:refl|se=itself v|compra-3S&PRET=buy det:art|un&m=one n|chandal&m=track_suit prep|con=with n|cremallera&f-PL=zipper det:art|un&m=one n|camisa&m-AUG=shirt n|rosa&f=rose coord|y=and det:art|un&m=one n|bikini&m=bikini prep|de=of v|talla-3S&PRES=carve n|súper&m=supermarket .,%svd:,probar,na,na,na,na,na,na,na,na,na,reading,
96,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,149,v|compra-3s&pret=buy,a_ver aquí dice (.) se probó calzones piyamas faldas de volantes y se compró un chandal con cremalleras un camisón rosa y un bikini de talla súper .%mor: co|a_ver=lets_see adv|aquí=here v|deci-3S&PRES=say pro:refl|se=itself v|proba-3S&PRET=test n|calzón&m-PL=long_trowser n|piyama&f-PL=pijama n|falda&f-PL=skirt prep|de=of n|volante&m-PL=steering_wheel coord|y=and pro:refl|se=itself v|compra-3S&PRET=buy det:art|un&m=one n|chandal&m=track_suit prep|con=with n|cremallera&f-PL=zipper det:art|un&m=one n|camisa&m-AUG=shirt n|rosa&f=rose coord|y=and det:art|un&m=one n|bikini&m=bikini prep|de=of v|talla-3S&PRES=carve n|súper&m=supermarket .,%svd:,comprar,na,na,na,na,na,na,na,na,na,reading,
97,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,149,v|talla-3s&pres=carve,a_ver aquí dice (.) se probó calzones piyamas faldas de volantes y se compró un chandal con cremalleras un camisón rosa y un bikini de talla súper .%mor: co|a_ver=lets_see adv|aquí=here v|deci-3S&PRES=say pro:refl|se=itself v|proba-3S&PRET=test n|calzón&m-PL=long_trowser n|piyama&f-PL=pijama n|falda&f-PL=skirt prep|de=of n|volante&m-PL=steering_wheel coord|y=and pro:refl|se=itself v|compra-3S&PRET=buy det:art|un&m=one n|chandal&m=track_suit prep|con=with n|cremallera&f-PL=zipper det:art|un&m=one n|camisa&m-AUG=shirt n|rosa&f=rose coord|y=and det:art|un&m=one n|bikini&m=bikini prep|de=of v|talla-3S&PRES=carve n|súper&m=supermarket .,%svd:,tallar,na,na,na,na,na,na,na,na,na,tag error,
98,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,161,.,&chkt .,%mor:,0,,,,0,0,0,,,,,
99,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,162,?,como adivina que que tiene vestido ?%mor: adv|como=like v|adivina-3S&PRES=divine prep|que=than pro:rel|que=that v|tene-3S&PRES=have n|vestido&m=garment ?,%mor:,0,,,,0,0,0,,,,,
100,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,162,v|adivina-3s&pres=divine,como adivina que que tiene vestido ?%mor: adv|como=like v|adivina-3S&PRES=divine prep|que=than pro:rel|que=that v|tene-3S&PRES=have n|vestido&m=garment ?,%svd:,adivinar,na,na,na,na,na,na,na,na,na,"imperative, transcriber error",
101,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,162,v|tene-3s&pres=have,como adivina que que tiene vestido ?%mor: adv|como=like v|adivina-3S&PRES=divine prep|que=than pro:rel|que=that v|tene-3S&PRES=have n|vestido&m=garment ?,%svd:,tener,0,,1,3,s,pres,,switch,,,
102,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,165,.,&mhmm .,%mor:,0,,,,0,0,0,,,,,
103,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,166,+/?,mira ése es un +/?%mor: co|mira=look pro:dem|ése=that_one cop|se-3S&PRES=be det:art|un&m=one +/?,%mor:,0,,,,0,0,0,,,,,
104,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,166,cop|se-3s&pres=be,mira ése es un +/?%mor: co|mira=look pro:dem|ése=that_one cop|se-3S&PRES=be det:art|un&m=one +/?,%svd:,ser,DP-dem,,0,3,s,pres,,,,,
105,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,169,.,falda .%mor: n|falda&f=skirt .,%mor:,0,,,,0,0,0,,,,,
106,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,171,?,&mhm y éste ?%mor: coord|y=and pro:dem|éste=this_one ?,%mor:,0,,,,0,0,0,,,,,
107,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,173,?,es un bikini ?%mor: cop|se-3S&PRES=be det:art|un&m=one n|bikini&m=bikini ?,%mor:,0,,,,0,0,0,,,,,
108,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,173,cop|se-3s&pres=be,es un bikini ?%mor: cop|se-3S&PRES=be det:art|un&m=one n|bikini&m=bikini ?,%svd:,ser,0,,0,3,s,pres,,,,,
109,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,175,.,sus short@s:e .%mor: co|sus L2|short .,%mor:,0,,,,0,0,0,,,,,
110,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,177,.,short@s:e .%mor: L2|short .,%mor:,0,,,,0,0,0,,,,,
111,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,179,?,y ésta así qué es ?%mor: coord|y=and pro:dem|éste-f=this_one adv|así=thus pro:int|qué=what cop|se-3S&PRES=be ?,%mor:,0,,,,0,0,0,,,,,
112,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,179,cop|se-3s&pres=be,y ésta así qué es ?%mor: coord|y=and pro:dem|éste-f=this_one adv|así=thus pro:int|qué=what cop|se-3S&PRES=be ?,%svd:,ser,DP-dem,,0,3,s,pres,,,,,
113,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,182,.,(b)ikini .%mor: n|bikini&m=bikini .,%mor:,0,,,,0,0,0,,,,,
114,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,184,?,mhm y ésta ?%mor: co|mhm=yes coord|y=and pro:dem|éste-f=this_one ?,%mor:,0,,,,0,0,0,,,,,
115,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,186,.,chamada [: chamarra] .%mor: n|chamarra&f=jacket .,%mor:,0,,,,0,0,0,,,,,
116,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,188,?,su chamarra y ésta qué es ?%mor: det:poss|su&3S=his n|chamarra&f=jacket coord|y=and pro:dem|éste-f=this_one pro:int|qué=what cop|se-3S&PRES=be ?,%mor:,0,,,,0,0,0,,,,,
117,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,188,cop|se-3s&pres=be,su chamarra y ésta qué es ?%mor: det:poss|su&3S=his n|chamarra&f=jacket coord|y=and pro:dem|éste-f=this_one pro:int|qué=what cop|se-3S&PRES=be ?,%svd:,ser,DP-dem,,0,3,s,pres,,,,,
118,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,191,.,piyama .%mor: n|piyama&f=pijama .,%mor:,0,,,,0,0,0,,,,,
119,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,193,.,su piyama .%mor: det:poss|su&3S=his n|piyama&f=pijama .,%mor:,0,,,,0,0,0,,,,,
120,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,195,?,cuál te gustó más ?%mor: pro:int|cuál=which pro:obj|te=you v|gusta-3S&PRET=like adv|más=more ?,%mor:,0,,,,0,0,0,,,,,
121,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,195,v|gusta-3s&pret=like,cuál te gustó más ?%mor: pro:int|cuál=which pro:obj|te=you v|gusta-3S&PRET=like adv|más=more ?,%svd:,gustar,na,na,na,na,na,na,na,na,na,gustar-type,
122,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,198,?,cómo se ve más bonita ?%mor: pro:int|cómo=how pro:refl|se=itself v|ve-3S&PRES=see adv|más=more co:voc|bonita=pretty ?,%mor:,0,,,,0,0,0,,,,,
123,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,198,v|ve-3s&pres=see,cómo se ve más bonita ?%mor: pro:int|cómo=how pro:refl|se=itself v|ve-3S&PRES=see adv|más=more co:voc|bonita=pretty ?,%svd:,ver,0,,1,3,s,pres,,,,preceding subject is wh,
124,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,201,?,con su vestido ?%mor: prep|con=with det:poss|su&3S=his n|vestido&m=garment ?,%mor:,0,,,,0,0,0,,,,,
125,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,203,?,de qué color es ?%mor: prep|de=of pro:int|qué=what n|color&m=hue cop|se-3S&PRES=be ?,%mor:,0,,,,0,0,0,,,,,
126,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,203,cop|se-3s&pres=be,de qué color es ?%mor: prep|de=of pro:int|qué=what n|color&m=hue cop|se-3S&PRES=be ?,%svd:,ser,0,,0,3,s,pres,,,,,
127,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,205,.,&to dosa [: rosa] .%mor: n|rosa&f=rose .,%mor:,0,,,,0,0,0,,,,,
128,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,207,.,rosa .%mor: n|rosa&f=rose .,%mor:,0,,,,0,0,0,,,,,
129,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,209,.,xxx .,%mor:,0,,,,0,0,0,,,,,
130,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,210,?,+< y ésta ?%mor: coord|y=and pro:dem|éste-f=this_one ?,%mor:,0,,,,0,0,0,,,,,
131,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,212,.,naranja con velde [: verde] .%mor: n|naranja&f=orange prep|con=with adj|verde=green .,%mor:,0,,,,0,0,0,,,,,
132,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,214,.,&mhm amarillo .%mor: adj|amarillo-m=yellow .,%mor:,0,,,,0,0,0,,,,,
133,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,216,?,verdad ?%mor: co|verdad=right ?,%mor:,0,,,,0,0,0,,,,,
134,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,218,?,mira sus zapatos cuáles te gustaron más ?%mor: co|mira=look co|sus n|zapato&m-PL=shoe pro:int|cuál-PL=which pro:obj|te=you v|gusta-3P&PRET=like adv|más=more ?,%mor:,0,,,,0,0,0,,,,,
135,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,218,v|gusta-3p&pret=like,mira sus zapatos cuáles te gustaron más ?%mor: co|mira=look co|sus n|zapato&m-PL=shoe pro:int|cuál-PL=which pro:obj|te=you v|gusta-3P&PRET=like adv|más=more ?,%svd:,gustar,na,na,na,na,na,na,na,na,na,gustar-type,
136,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,221,.,&hmm .,%mor:,0,,,,0,0,0,,,,,
137,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,222,+/?,éstos que son +/?%mor: pro:dem|éste-m-PL=this_one pro:rel|que=that cop|se-3P&PRES=be +/?,%mor:,0,,,,0,0,0,,,,,
138,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,222,cop|se-3p&pres=be,éstos que son +/?%mor: pro:dem|éste-m-PL=this_one pro:rel|que=that cop|se-3P&PRES=be +/?,%svd:,ser,DP-dem,,0,3,p,pres,,,,,
139,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,224,.,más éstos éstos éstos (es)tos .%mor: adv|más=more pro:dem|éste-m-PL=this_one pro:dem|éste-m-PL=this_one pro:dem|éste-m-PL=this_one det:dem|este-m-PL=this .,%mor:,0,,,,0,0,0,,,,,
140,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,227,?,y qué color son éstos ?%mor: coord|y=and pro:int|qué=what n|color&m=hue cop|se-3P&PRES=be pro:dem|éste-m-PL=this_one ?,%mor:,0,,,,0,0,0,,,,,
141,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,227,cop|se-3p&pres=be,y qué color son éstos ?%mor: coord|y=and pro:int|qué=what n|color&m=hue cop|se-3P&PRES=be pro:dem|éste-m-PL=this_one ?,%svd:,ser,DP-dem,,0,3,p,pres,,,,,
142,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,230,.,y dosa [: rosa] .%mor: coord|y=and n|rosa&f=rose .,%mor:,0,,,,0,0,0,,,,,
143,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,232,+/?,y éstos +/?%mor: coord|y=and pro:dem|éste-m-PL=this_one +/?,%mor:,0,,,,0,0,0,,,,,
144,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,234,.,con &den dojo [: rojo] con naranja .%mor: prep|con=with adj|rojo-m=red prep|con=with n|naranja&f=orange .,%mor:,0,,,,0,0,0,,,,,
145,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,236,.,&ahaa .,%mor:,0,,,,0,0,0,,,,,
146,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,237,?,crees que le queden ?%mor: v|cree-2S&PRES=believe pro:rel|que=that pro:ind|le=him v|queda-3P&SUB&PRES=stay ?,%mor:,0,,,,0,0,0,,,,,
147,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,237,v|cree-2s&pres=believe,crees que le queden ?%mor: v|cree-2S&PRES=believe pro:rel|que=that pro:ind|le=him v|queda-3P&SUB&PRES=stay ?,%svd:,creer,0,,1,2,s,pres,,,,,
148,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,237,v|queda-3p&sub&pres=stay,crees que le queden ?%mor: v|cree-2S&PRES=believe pro:rel|que=that pro:ind|le=him v|queda-3P&SUB&PRES=stay ?,%svd:,quedar,0,,0,3,p,sub&pres,,,,,
149,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,240,.,&chk queo [: creo] que no .%mor: v|cree-1S&PRES=believe pro:rel|que=that adv|no=no .,%mor:,0,,,,0,0,0,,,,,
150,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,240,v|cree-1s&pres=believe,&chk queo [: creo] que no .%mor: v|cree-1S&PRES=believe pro:rel|que=that adv|no=no .,%svd:,creer,0,,1,1,s,pres,,,,,
151,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,242,?,no verdad ?%mor: co|no=no co|verdad=right ?,%mor:,0,,,,0,0,0,,,,,
152,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,244,?,cómo están ?%mor: pro:int|cómo=how cop|esta-3P&PRES=be ?,%mor:,0,,,,0,0,0,,,,,
153,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,244,cop|esta-3p&pres=be,cómo están ?%mor: pro:int|cómo=how cop|esta-3P&PRES=be ?,%svd:,estar,0,,0,3,p,pres,,,,,
154,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,246,.,muy chicos .%mor: adv|muy=very adj|chico-m-PL=small .,%mor:,0,,,,0,0,0,,,,,
155,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,248,?,&mhm muy chiquitos verdad ?%mor: adv|muy=very n|chico&m-DIM-PL=child co|verdad=right ?,%mor:,0,,,,0,0,0,,,,,
156,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,250,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
157,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,251,.,y muy delgaditos .%mor: coord|y=and adv|muy=very adj|delgado-DIM-PL=slender .,%mor:,0,,,,0,0,0,,,,,
158,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,253,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
159,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,254,?,verdad ?%mor: co|verdad=right ?,%mor:,0,,,,0,0,0,,,,,
160,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,256,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
161,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,257,"+""/.","y dice después Chocolata fue a una zapatería y dijo +""/.%mor: coord|y=and v|deci-3S&PRES=say adv|después=after n:prop|Chocolata v|i-3S&PRET=go aprep|a=to det:art|un-f=one n|zapatería&f=shoe_shop coord|y=and v|deci-3S&PRET=say +""/.",%mor:,0,,,,0,0,0,,,,,
162,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,257,v|deci-3s&pres=say,"y dice después Chocolata fue a una zapatería y dijo +""/.%mor: coord|y=and v|deci-3S&PRES=say adv|después=after n:prop|Chocolata v|i-3S&PRET=go aprep|a=to det:art|un-f=one n|zapatería&f=shoe_shop coord|y=and v|deci-3S&PRET=say +""/.",%svd:,decir,0,,0,3,s,pres,,,,,
163,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,257,v|i-3s&pret=go,"y dice después Chocolata fue a una zapatería y dijo +""/.%mor: coord|y=and v|deci-3S&PRES=say adv|después=after n:prop|Chocolata v|i-3S&PRET=go aprep|a=to det:art|un-f=one n|zapatería&f=shoe_shop coord|y=and v|deci-3S&PRET=say +""/.",%svd:,ir,na,na,na,na,na,na,na,na,na,reading,
164,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,257,v|deci-3s&pret=say,"y dice después Chocolata fue a una zapatería y dijo +""/.%mor: coord|y=and v|deci-3S&PRES=say adv|después=after n:prop|Chocolata v|i-3S&PRET=go aprep|a=to det:art|un-f=one n|zapatería&f=shoe_shop coord|y=and v|deci-3S&PRET=say +""/.",%svd:,decir,na,na,na,na,na,na,na,na,na,reading,
165,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,261,.,"+"" necesito unos zapatos elegantes y baratos .%mor: v|necesita-1S&PRES=need det:art|un-m-PL=one n|zapato&m-PL=shoe adj|elegante-PL=elegant coord|y=and adj|barato-m-PL=cheap .",%mor:,0,,,,0,0,0,,,,,
166,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,261,v|necesita-1s&pres=need,"+"" necesito unos zapatos elegantes y baratos .%mor: v|necesita-1S&PRES=need det:art|un-m-PL=one n|zapato&m-PL=shoe adj|elegante-PL=elegant coord|y=and adj|barato-m-PL=cheap .",%svd:,necesitar,na,na,na,na,na,na,na,na,na,reading,
167,SLV-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,264,?,para ti cuáles serían los elegantes ?%mor: prep|para=for pro:prep|ti=you pro:int|cuál-PL=which cop|se-3P&COND=be det:art|el&m-PL=the adj|elegante-PL=elegant ?,%mor:,0,,,,0,0,0,,,,,
