original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes
84,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,147,v|quere-2s&pres=want,no queré(s) armar el rompecabeza(s) ?%mor: adv|no=no v|quere-2S&PRES=want inf|arma-INF=arm det:art|el&m&SG=the n|rompecabezas&m=brainteaser ?,%svd:,querer,0,1,2,s,pres,,,,
85,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,150,?,queré(s) jugar con eso con Alan ?%mor: v|quere-2S&PRES=want inf|juga-INF=play prep|con=with pro:dem|eso=that_one prep|con=with n:prop|Alan ?,%mor:,0,,,0,0,0,,,,
86,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,150,v|quere-2s&pres=want,queré(s) jugar con eso con Alan ?%mor: v|quere-2S&PRES=want inf|juga-INF=play prep|con=with pro:dem|eso=that_one prep|con=with n:prop|Alan ?,%svd:,querer,0,1,2,s,pres,,same,,
87,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,153,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,
88,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,155,.,hacele comidita .%mor: imp|hace-2S&IMP~pro:clit|3S=do n|comida&f-DIM=food .,%mor:,0,,,0,0,0,,,,
89,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,157,.,vamo(s) .%mor: co|vamos=go .,%mor:,0,,,0,0,0,,,,
90,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,159,.,ahí va la comidita .%mor: adv|ahí=there v|i-3S&PRES=go det:art|el&f&SG=the n|comida&f-DIM=food .,%mor:,0,,,0,0,0,,,,
91,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,159,v|i-3s&pres=go,ahí va la comidita .%mor: adv|ahí=there v|i-3S&PRES=go det:art|el&f&SG=the n|comida&f-DIM=food .,%svd:,ir,DP-def,0,3,s,pres,,,,
92,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,162,.,mira Alan .%mor: co|mira=look n:prop|Alan .,%mor:,0,,,0,0,0,,,,
93,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,164,.,Alexa te va hacer comiditas .%mor: n:prop|Alexa pro:obj|te=you v|i-3S&PRES=go inf|hace-INF=do n|comida&f-DIM-PL=food .,%mor:,0,,,0,0,0,,,,
94,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,164,v|i-3s&pres=go,Alexa te va hacer comiditas .%mor: n:prop|Alexa pro:obj|te=you v|i-3S&PRES=go inf|hace-INF=do n|comida&f-DIM-PL=food .,%svd:,ir,proper,1,3,s,pres,,,,
95,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,167,.,"mira, pa(ra) que juegue con eso .%mor: co|mira=look cm|cm prep|para=for pro:rel|que=that v|juga-13S&SUB&PRES=play prep|con=with pro:dem|eso=that_one .",%mor:,0,,,0,0,0,,,,
96,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,167,v|juga-13s&sub&pres=play,"mira, pa(ra) que juegue con eso .%mor: co|mira=look cm|cm prep|para=for pro:rel|que=that v|juga-13S&SUB&PRES=play prep|con=with pro:dem|eso=that_one .",%svd:,jugar,0,1,3,s,sub&pres,,,,morfological error
97,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,170,?,allá no hay perrito ?%mor: adv|allá=there adv|no=no v|habe-3S&PRES&SPEC=have n|perro&m-DIM=dog ?,%mor:,0,,,0,0,0,,,,
98,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,170,v|habe-3s&pres&spec=have,allá no hay perrito ?%mor: adv|allá=there adv|no=no v|habe-3S&PRES&SPEC=have n|perro&m-DIM=dog ?,%svd:,haber,na,na,na,na,na,na,na,na,exclude
99,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,173,.,xxx uno acá .%mor: pro:indef|uno=one adv|acá=there .,%mor:,0,,,0,0,0,,,,
100,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,175,.,falta .%mor: v|falta-3S&PRES=be_lacking .,%mor:,0,,,0,0,0,,,,
101,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,175,v|falta-3s&pres=be_lacking,falta .%mor: v|falta-3S&PRES=be_lacking .,%svd:,faltar,na,na,na,na,na,na,na,na,impersonal
102,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,177,.,vamos a ver .%mor: v|i-1P&PRES=go aprep|a=to inf|ve-INF=see .,%mor:,0,,,0,0,0,,,,
103,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,177,v|i-1p&pres=go,vamos a ver .%mor: v|i-1P&PRES=go aprep|a=to inf|ve-INF=see .,%svd:,ir,0,1,1,p,pres,,,,
104,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,181,.,eso no se toca .%mor: pro:dem|eso=that_one adv|no=no pro:refl|se=itself v|toca-3S&PRES=touch .,%mor:,0,,,0,0,0,,,,
105,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,181,v|toca-3s&pres=touch,eso no se toca .%mor: pro:dem|eso=that_one adv|no=no pro:refl|se=itself v|toca-3S&PRES=touch .,%svd:,tocar,na,na,na,na,na,na,na,na,impersonal
106,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,184,!,no !%mor: adv|no=no !,%mor:,0,,,0,0,0,,,,
107,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,186,?,qué comiste ?%mor: pro:int|qué=what v|come-2S&PRET=eat ?,%mor:,0,,,0,0,0,,,,
108,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,186,v|come-2s&pret=eat,qué comiste ?%mor: pro:int|qué=what v|come-2S&PRET=eat ?,%svd:,comer,0,1,2,s,pret,,,,
109,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,188,?,qué ?%mor: pro:int|qué=what ?,%mor:,0,,,0,0,0,,,,
110,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,190,?,"mi(r)a, queré(s) ?%mor: co|mira=look cm|cm v|quere-2S&PRES=want ?",%mor:,0,,,0,0,0,,,,
111,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,190,v|quere-2s&pres=want,"mi(r)a, queré(s) ?%mor: co|mira=look cm|cm v|quere-2S&PRES=want ?",%svd:,querer,0,1,2,s,pres,,same,,
112,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,192,?,"mira, queré(s) ?%mor: co|mira=look cm|cm v|quere-2S&PRES=want ?",%mor:,0,,,0,0,0,,,,
113,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,192,v|quere-2s&pres=want,"mira, queré(s) ?%mor: co|mira=look cm|cm v|quere-2S&PRES=want ?",%svd:,querer,na,na,na,na,na,na,na,na,repetition
114,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,194,?,queré(s) ?%mor: v|quere-2S&PRES=want ?,%mor:,0,,,0,0,0,,,,
115,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,194,v|quere-2s&pres=want,queré(s) ?%mor: v|quere-2S&PRES=want ?,%svd:,querer,0,1,2,s,pres,,same,,
116,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,196,.,xxx .,%mor:,0,,,0,0,0,,,,
117,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,197,.,ha(s)ta (a)llá .%mor: prep|hasta=until adv|allá=there .,%mor:,0,,,0,0,0,,,,
118,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,199,!,muy bien !%mor: adv|muy=very adv|bien=well !,%mor:,0,,,0,0,0,,,,
119,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,201,.,muy bien xxx .%mor: adv|muy=very adv|bien=well .,%mor:,0,,,0,0,0,,,,
120,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,203,.,mamá .%mor: n|mamá&f=mommy .,%mor:,0,,,0,0,0,,,,
121,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,205,?,qué ?%mor: pro:int|qué=what ?,%mor:,0,,,0,0,0,,,,
122,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,207,.,mira hacer dibujos .%mor: v|mira-3S&PRES=look inf|hace-INF=do n|dibujo&m-PL=design .,%mor:,0,,,0,0,0,,,,
123,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,207,v|mira-3s&pres=look,mira hacer dibujos .%mor: v|mira-3S&PRES=look inf|hace-INF=do n|dibujo&m-PL=design .,%svd:,mirar,na,na,na,na,na,na,na,na,imperative
124,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,209,.,qué bonito .%mor: pro:int|qué=what adj|bonito-m=pretty .,%mor:,0,,,0,0,0,,,,
125,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,211,.,lo hizo la señora .%mor: pro:obj|lo&m=him v|hace-3S&PRET=do det:art|el&f&SG=the n|señora&f=lady .,%mor:,0,,,0,0,0,,,,
126,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,211,v|hace-3s&pret=do,lo hizo la señora .%mor: pro:obj|lo&m=him v|hace-3S&PRET=do det:art|el&f&SG=the n|señora&f=lady .,%svd:,hacer,DP-def,1,3,s,pret,,,,
127,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,214,?,segura ?%mor: adj|seguro-f=secure ?,%mor:,0,,,0,0,0,,,,
128,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,216,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,
129,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,218,?,segura que lo hizo la señora ?%mor: adj|seguro-f=secure pro:rel|que=that pro:obj|lo&m=him v|hace-3S&PRET=do det:art|el&f&SG=the n|señora&f=lady ?,%mor:,0,,,0,0,0,,,,
130,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,218,v|hace-3s&pret=do,segura que lo hizo la señora ?%mor: adj|seguro-f=secure pro:rel|que=that pro:obj|lo&m=him v|hace-3S&PRET=do det:art|el&f&SG=the n|señora&f=lady ?,%svd:,hacer,DP-def,1,3,s,pret,,,,
131,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,221,.,no sé si lo hizo .%mor: adv|no=no v|sabe-1S&PRES=know conj|si=if pro:obj|lo&m=him v|hace-3S&PRET=do .,%mor:,0,,,0,0,0,,,,
132,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,221,v|sabe-1s&pres=know,no sé si lo hizo .%mor: adv|no=no v|sabe-1S&PRES=know conj|si=if pro:obj|lo&m=him v|hace-3S&PRET=do .,%svd:,saber,0,1,1,s,pres,,,,
133,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,221,v|hace-3s&pret=do,no sé si lo hizo .%mor: adv|no=no v|sabe-1S&PRES=know conj|si=if pro:obj|lo&m=him v|hace-3S&PRET=do .,%svd:,hacer,0,1,3,s,pret,switch,switch,,
134,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,224,.,hay que pregunta(r)le de(s)pué(s) (.) lo hizo ella .%mor: v|habe-3S&PRES&SPEC=have prep|que=than inf|pregunta-INF~pro:clit|3S=ask adv|después=after pro:obj|lo&m=him v|hace-3S&PRET=do pro:sub|ello-f=he .,%mor:,0,,,0,0,0,,,,
135,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,224,v|habe-3s&pres&spec=have,hay que pregunta(r)le de(s)pué(s) (.) lo hizo ella .%mor: v|habe-3S&PRES&SPEC=have prep|que=than inf|pregunta-INF~pro:clit|3S=ask adv|después=after pro:obj|lo&m=him v|hace-3S&PRET=do pro:sub|ello-f=he .,%svd:,haber,na,na,na,na,na,na,na,na,exclude
136,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,224,v|hace-3s&pret=do,hay que pregunta(r)le de(s)pué(s) (.) lo hizo ella .%mor: v|habe-3S&PRES&SPEC=have prep|que=than inf|pregunta-INF~pro:clit|3S=ask adv|después=after pro:obj|lo&m=him v|hace-3S&PRET=do pro:sub|ello-f=he .,%svd:,hacer,1,1,3,s,pret,,,,
137,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,228,.,a ve(r) si lo hizo .%mor: aprep|a=to inf|ve-INF=see conj|si=if pro:obj|lo&m=him v|hace-3S&PRET=do .,%mor:,0,,,0,0,0,,,,
138,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,228,v|hace-3s&pret=do,a ve(r) si lo hizo .%mor: aprep|a=to inf|ve-INF=see conj|si=if pro:obj|lo&m=him v|hace-3S&PRET=do .,%svd:,hacer,0,1,3,s,pret,,,,
139,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,231,.,equelecuá [: ecolecuá] .%mor: ?|ecolecuá .,%mor:,0,,,0,0,0,,,,
140,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,233,.,&te .,%mor:,0,,,0,0,0,,,,
141,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,234,.,(es)tá bueno .%mor: cop|esta-3S&PRES=be co|bueno=good .,%mor:,0,,,0,0,0,,,,
142,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,234,cop|esta-3s&pres=be,(es)tá bueno .%mor: cop|esta-3S&PRES=be co|bueno=good .,%svd:,estar,0,0,3,s,pres,,,,
143,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,236,.,mira un xxx .%mor: v|mira-3S&PRES=look det:art|un&m=one .,%mor:,0,,,0,0,0,,,,
144,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,236,v|mira-3s&pres=look,mira un xxx .%mor: v|mira-3S&PRES=look det:art|un&m=one .,%svd:,mirar,na,na,na,na,na,na,na,na,tag error
145,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,238,.,"te va(s) a la(s)timar, Alan .%mor: pro:obj|te=you v|i-2S&PRES=go aprep|a=to inf|lastima-INF=pity cm|cm n:prop|Alan .",%mor:,0,,,0,0,0,,,,
146,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,238,v|i-2s&pres=go,"te va(s) a la(s)timar, Alan .%mor: pro:obj|te=you v|i-2S&PRES=go aprep|a=to inf|lastima-INF=pity cm|cm n:prop|Alan .",%svd:,ir,0,1,2,s,pres,,,,morfological error
147,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,241,.,xxx .,%mor:,0,,,0,0,0,,,,
148,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,242,.,xxx .,%mor:,0,,,0,0,0,,,,
149,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,243,.,e(s)to(s) platillos .%mor: det:dem|este-m-PL=this n|plato&m-DIM-PL=dish .,%mor:,0,,,0,0,0,,,,
150,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,245,.,una xxx para e(s)to .%mor: det:art|un-f=one prep|para=for pro:dem|esto=this_one .,%mor:,0,,,0,0,0,,,,
151,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,247,.,+< platillos .%mor: n|plato&m-DIM-PL=dish .,%mor:,0,,,0,0,0,,,,
152,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,249,.,todo lo que tengo no hace falta .%mor: det:indef|todo-m=all pro:obj|lo&m=him pro:rel|que=that v|tene-1S&PRES=have adv|no=no v|hace-3S&PRES=do v|falta-3S&PRES=be_lacking .,%mor:,0,,,0,0,0,,,,
153,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,249,v|tene-1s&pres=have,todo lo que tengo no hace falta .%mor: det:indef|todo-m=all pro:obj|lo&m=him pro:rel|que=that v|tene-1S&PRES=have adv|no=no v|hace-3S&PRES=do v|falta-3S&PRES=be_lacking .,%svd:,tener,0,1,1,s,pres,,,,
154,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,249,v|hace-3s&pres=do,todo lo que tengo no hace falta .%mor: det:indef|todo-m=all pro:obj|lo&m=him pro:rel|que=that v|tene-1S&PRES=have adv|no=no v|hace-3S&PRES=do v|falta-3S&PRES=be_lacking .,%svd:,hacer,na,na,na,na,na,na,na,na,gustar-type verb
155,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,249,v|falta-3s&pres=be_lacking,todo lo que tengo no hace falta .%mor: det:indef|todo-m=all pro:obj|lo&m=him pro:rel|que=that v|tene-1S&PRES=have adv|no=no v|hace-3S&PRES=do v|falta-3S&PRES=be_lacking .,%svd:,faltar,na,na,na,na,na,na,na,na,tag error
156,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,253,.,lo que sea .%mor: pro:obj|lo&m=him pro:rel|que=that cop|se-13S&SUB&PRES=be .,%mor:,0,,,0,0,0,,,,
157,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,253,cop|se-13s&sub&pres=be,lo que sea .%mor: pro:obj|lo&m=him pro:rel|que=that cop|se-13S&SUB&PRES=be .,%svd:,ser,na,na,na,na,na,na,na,na,lo que
158,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,255,cop|se-13s&sub&pres=be,todo lo que sea +/.%mor: det:indef|todo-m=all pro:obj|lo&m=him pro:rel|que=that cop|se-13S&SUB&PRES=be +/.,%mor:,0,,,0,0,0,,,,
158,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,255,cop|se-13s&sub&pres=be,todo lo que sea +/.%mor: det:indef|todo-m=all pro:obj|lo&m=him pro:rel|que=that cop|se-13S&SUB&PRES=be +/.,%svd:,ser,na,na,na,na,na,na,na,na,lo que
159,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,258,.,Martín@si Martín@si te@si venimos@si saludar@si .%mor: sing|Martín sing|Martín sing|te sing|venimos sing|saludar .,%mor:,0,,,0,0,0,,,,
160,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,260,.,por@si qué@si por@si qué@si que@si venimos@si a@si jugar@si .%mor: sing|por sing|qué sing|por sing|qué sing|que sing|venimos sing|a sing|jugar .,%mor:,0,,,0,0,0,,,,
161,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,263,?,Alan quiere(s) ?%mor: n:prop|Alan v|quere-2S&PRES=want ?,%mor:,0,,,0,0,0,,,,
162,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,263,v|quere-2s&pres=want,Alan quiere(s) ?%mor: n:prop|Alan v|quere-2S&PRES=want ?,%svd:,querer,0,1,2,s,pres,,,,morfological error
163,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,265,.,le@si demos@si la@si vuelta@si entera@si .%mor: sing|le sing|demos sing|la sing|vuelta sing|entera .,%mor:,0,,,0,0,0,,,,
164,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,267,.,de(s)pués .%mor: adv|después=after .,%mor:,0,,,0,0,0,,,,
165,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,269,.,venimos@si a@si jugar@si .%mor: sing|venimos sing|a sing|jugar .,%mor:,0,,,0,0,0,,,,
166,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,271,!,&pu !,%mor:,0,,,0,0,0,,,,
167,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,272,.,tenemos@si la@si casa@si entera@si .%mor: sing|tenemos sing|la sing|casa sing|entera .,%mor:,0,,,0,0,0,,,,
168,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,274,.,+< tenemos@si la@si casa@si entera@si .%mor: sing|tenemos sing|la sing|casa sing|entera .,%mor:,0,,,0,0,0,,,,
169,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,276,.,y@si ahora@si para@si tal@si .%mor: sing|y sing|ahora sing|para sing|tal .,%mor:,0,,,0,0,0,,,,
170,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,278,.,Martín@si Martín@si te@si queremos@si saludar@si .%mor: sing|Martín sing|Martín sing|te sing|queremos sing|saludar .,%mor:,0,,,0,0,0,,,,
171,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,280,.,+< te@si queremos@si saludar@si .%mor: sing|te sing|queremos sing|saludar .,%mor:,0,,,0,0,0,,,,
172,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,285,?,"pero (.) pero sos un chamaco, &eh ?%mor: conj|pero=but conj|pero=but cop|se-3S&PRES=be det:art|un&m=one n|chamaco&m=jacket cm|cm ?",%mor:,0,,,0,0,0,,,,
173,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,285,cop|se-3s&pres=be,"pero (.) pero sos un chamaco, &eh ?%mor: conj|pero=but conj|pero=but cop|se-3S&PRES=be det:art|un&m=one n|chamaco&m=jacket cm|cm ?",%svd:,ser,0,1,2,s,pres,,,,
174,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,288,?,"Alan, qué hici(s)te ?%mor: n:prop|Alan cm|cm pro:int|qué=what v|hace-2S&PRET=do ?",%mor:,0,,,0,0,0,,,,
175,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,288,v|hace-2s&pret=do,"Alan, qué hici(s)te ?%mor: n:prop|Alan cm|cm pro:int|qué=what v|hace-2S&PRET=do ?",%svd:,hacer,0,1,2,s,pret,,same,,
176,ABB-LPB-2018-12-10-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,290,.,xxx .,%mor:,0,,,0,0,0,,,,
